id_proyecto,nombre_proyecto,id_cliente,fecha_inicio_estimada,fecha_fin_estimada,fecha_inicio_real,fecha_fin_real,estado,presupuesto_estimado,presupuesto_real,valor_venta,ganancias,horas_estimadas,horas_totales,prioridad,id_metodologia
371,Proy-2022-extiende,3,2022-03-10,2022-12-20,2022-03-12,2023-02-02,finalizado,492480,486324,650904.14,164580.14,9120,9006,alta,5
372,Proy-2025-fortalece,12,2025-03-25,2025-07-29,2025-04-04,,en curso,241920,0,377245.09,0.0,4032,0,alta,2
373,Proy-2025-redefine,4,2025-06-16,2026-02-05,2025-06-25,2026-05-01,finalizado,336960,413580,538252.81,124672.81,5616,6893,baja,2
374,Proy-2018-empodera,5,2018-10-06,2019-02-04,2018-10-15,2019-02-14,finalizado,311696,332534,450742.6,118208.6,6776,7229,baja,5
375,Proy-2017-entrega,18,2017-10-23,2018-08-12,2017-10-27,2018-10-20,finalizado,825088,1057408,1099275.06,41867.06,18752,24032,baja,2
376,Proy-2018-mejora,16,2018-04-25,2018-07-23,2018-04-29,2018-08-07,finalizado,163760,206080,213932.09,7852.09,3560,4480,baja,2
377,Proy-2022-modifica,1,2022-07-18,2022-10-25,2022-07-22,2022-10-25,finalizado,299376,306936,432452.16,125516.16,5544,5684,baja,4
378,Proy-2025-fortalece,7,2025-04-23,2025-12-27,2025-04-29,,planificado,714240,0,1015802.94,0.0,11904,0,baja,1
379,Proy-2021-implementa,11,2021-04-08,2021-08-22,2021-04-06,2021-09-10,finalizado,282880,268008,384126.11,116118.11,5440,5154,alta,3
380,Proy-2018-fortalece,1,2018-02-11,2019-01-12,2018-02-19,2019-02-13,finalizado,862960,891802,1362125.52,470323.52,18760,19387,baja,1
381,Proy-2020-genera,16,2020-05-13,2021-03-23,2020-05-09,2021-04-05,finalizado,879200,1044950,1259966.07,215016.07,17584,20899,alta,4
382,Proy-2021-explota,17,2021-05-17,2022-04-23,2021-05-19,2021-12-29,cancelado,851136,0,1159215.18,0.0,16368,0,baja,4
383,Proy-2025-incentiva,14,2025-11-10,2026-08-04,2025-11-19,,en curso,1025280,0,1553826.25,0.0,17088,0,baja,5
384,Proy-2023-fortalece,15,2023-03-27,2024-02-11,2023-04-05,2024-04-02,finalizado,719040,707168,1119228.97,412060.97,12840,12628,media,2
385,Proy-2024-redefine,4,2024-09-26,2024-11-10,2024-09-24,2024-11-23,finalizado,167040,205146,224427.05,19281.05,2880,3537,baja,2
386,Proy-2019-explota,8,2019-02-07,2019-11-17,2019-02-02,2019-11-18,finalizado,434688,456528,686537.74,230009.74,9056,9511,baja,5
387,Proy-2018-libera,15,2018-04-21,2019-02-22,2018-04-25,2018-07-26,cancelado,451904,0,701841.99,0.0,9824,0,alta,4
388,Proy-2021-crea,13,2021-11-11,2022-01-13,2021-11-08,2022-01-17,finalizado,209664,228800,327068.6,98268.6,4032,4400,media,2
389,Proy-2021-incentiva,15,2021-11-26,2022-10-21,2021-11-27,2022-10-11,finalizado,1094912,1066312,1587793.1,521481.1,21056,20506,baja,4
390,Proy-2020-crece,15,2020-12-18,2021-10-25,2020-12-17,2022-02-19,finalizado,995200,997800,1438612.64,440812.64,19904,19956,baja,1
391,Proy-2020-crea,10,2020-11-26,2021-03-28,2020-12-01,2021-04-23,finalizado,390400,400200,512603.89,112403.89,7808,8004,alta,4
392,Proy-2021-sintetiza,16,2021-08-26,2022-04-16,2021-08-28,2022-07-14,finalizado,290784,275600,382253.11,106653.11,5592,5300,alta,5
393,Proy-2021-optimiza,9,2021-08-12,2022-05-21,2021-08-18,2022-08-15,finalizado,938496,1106456,1428144.18,321688.18,18048,21278,alta,2
394,Proy-2021-extiende,5,2021-04-28,2021-07-01,2021-04-25,2021-07-15,finalizado,212992,275132,280027.04,4895.04,4096,5291,baja,3
395,Proy-2019-mejora,15,2019-10-11,2019-11-30,2019-10-10,2019-12-16,finalizado,96000,101568,129118.35,27550.35,2000,2116,alta,1
396,Proy-2023-optimiza,20,2023-03-16,2023-08-08,2023-03-25,2023-04-27,cancelado,259840,0,410213.79,0.0,4640,0,baja,2
397,Proy-2024-extiende,18,2024-10-07,2025-09-29,2024-10-07,2025-11-26,finalizado,496944,524900,677655.18,152755.18,8568,9050,alta,4
398,Proy-2016-agrega,3,2016-09-08,2017-01-14,2016-09-16,2016-12-09,cancelado,258048,0,398329.85,0.0,6144,0,media,5
399,Proy-2020-reinventa,17,2020-11-28,2021-11-20,2020-11-23,2021-12-12,finalizado,428400,526500,610775.71,84275.71,8568,10530,alta,5
400,Proy-2023-crea,10,2023-10-04,2023-11-18,2023-09-29,2023-11-26,finalizado,141120,133056,213015.63,79959.63,2520,2376,baja,2
401,Proy-2015-entrega,19,2015-12-27,2016-06-04,2015-12-30,2016-07-18,finalizado,153600,139320,226985.83,87665.83,3840,3483,media,1
402,Proy-2020-habilita,15,2020-04-13,2020-11-02,2020-04-14,2020-10-21,finalizado,568400,515750,815011.76,299261.76,11368,10315,baja,1
403,Proy-2022-maneja,6,2022-08-30,2023-07-08,2022-08-28,2023-08-08,finalizado,539136,535410,759039.25,223629.25,9984,9915,alta,2
404,Proy-2016-mezcla,15,2016-08-14,2016-11-11,2016-08-15,2016-12-04,finalizado,179424,214032,284084.39,70052.39,4272,5096,baja,2
405,Proy-2016-sinergiza,10,2016-01-19,2017-01-14,2016-01-26,2017-01-01,finalizado,849072,891282,1223894.1,332612.1,20216,21221,media,4
406,Proy-2018-crece,8,2018-06-27,2019-01-20,2018-06-22,2019-03-20,finalizado,457056,467912,639253.11,171341.11,9936,10172,baja,2
407,Proy-2019-sintetiza,5,2019-11-22,2020-02-11,2019-11-24,2020-03-10,finalizado,124416,135312,179007.68,43695.68,2592,2819,baja,4
408,Proy-2021-redefine,4,2021-01-24,2021-11-16,2021-01-22,2022-03-03,finalizado,985088,1138956,1335385.58,196429.58,18944,21903,alta,1
409,Proy-2017-itera,14,2017-01-03,2017-09-20,2017-01-05,2017-12-08,finalizado,640640,820952,1020720.81,199768.81,14560,18658,media,5
410,Proy-2020-itera,1,2020-04-17,2021-01-14,2020-04-23,2021-02-12,finalizado,870400,1116400,1250320.87,133920.87,17408,22328,alta,3
411,Proy-2016-visualiza,16,2016-02-18,2016-07-04,2016-02-25,2016-04-01,cancelado,230160,0,303557.0,0.0,5480,0,baja,2
412,Proy-2016-extiende,6,2016-05-10,2017-02-15,2016-05-18,2017-05-01,finalizado,755328,927738,984938.43,57200.43,17984,22089,baja,4
413,Proy-2018-itera,7,2018-10-30,2019-02-25,2018-10-27,2019-04-10,finalizado,347392,329820,455171.61,125351.61,7552,7170,alta,1
414,Proy-2019-integra,16,2019-04-09,2019-11-03,2019-04-15,2019-12-02,finalizado,638976,712080,998812.0,286732.0,13312,14835,alta,2
415,Proy-2022-crece,10,2022-06-28,2023-03-05,2022-06-23,2023-03-07,finalizado,324000,365526,446024.1,80498.1,6000,6769,alta,3
416,Proy-2016-orquesta,14,2016-03-18,2016-06-15,2016-03-20,2016-06-23,finalizado,89712,115668,141125.15,25457.15,2136,2754,media,2
417,Proy-2019-monetiza,6,2019-08-04,2019-10-09,2019-08-10,2019-11-08,finalizado,76032,87456,105749.83,18293.83,1584,1822,media,3
418,Proy-2023-fortalece,16,2023-06-07,2024-05-02,2023-06-02,2024-05-17,finalizado,591360,687624,859944.5,172320.5,10560,12279,baja,1
419,Proy-2025-agrega,16,2025-04-02,2026-01-28,2025-04-02,2025-10-30,cancelado,1155840,0,1701092.72,0.0,19264,0,media,2
420,Proy-2016-mejora,7,2016-09-08,2016-12-19,2016-09-03,2017-01-15,finalizado,137088,150738,185670.33,34932.33,3264,3589,media,4
421,Proy-2021-redefine,18,2021-11-02,2021-12-28,2021-11-11,2022-01-10,finalizado,163072,185900,215500.82,29600.82,3136,3575,alta,1
422,Proy-2024-reinventa,7,2024-01-13,2024-09-18,2024-01-22,2024-03-17,cancelado,693216,0,1045691.5,0.0,11952,0,alta,3
423,Proy-2015-incentiva,15,2015-12-15,2016-07-20,2015-12-19,2016-08-08,finalizado,488320,442480,749442.15,306962.15,12208,11062,alta,3
424,Proy-2017-innova,12,2017-04-24,2017-07-08,2017-04-28,2017-07-16,finalizado,158400,144628,240514.32,95886.32,3600,3287,alta,5
425,Proy-2024-explota,9,2024-10-29,2025-03-15,2024-10-28,2025-03-11,finalizado,444976,413714,691089.7,277375.7,7672,7133,media,5
426,Proy-2025-evoluciona,9,2025-11-22,2026-08-04,2025-11-30,,en curso,367200,0,587359.9,0.0,6120,0,alta,1
427,Proy-2021-orquesta,12,2021-10-11,2022-06-07,2021-10-10,2022-08-30,finalizado,695968,691496,995175.05,303679.05,13384,13298,alta,3
428,Proy-2022-monetiza,15,2022-07-25,2023-05-04,2022-07-23,2023-06-16,finalizado,489024,464778,702026.28,237248.28,9056,8607,alta,5
429,Proy-2024-integra,17,2024-04-19,2024-06-22,2024-04-25,2024-06-14,cancelado,207872,0,308310.14,0.0,3584,0,alta,5
430,Proy-2018-modifica,8,2018-10-30,2018-12-11,2018-10-28,2018-12-11,finalizado,61824,62238,83324.12,21086.12,1344,1353,alta,1
431,Proy-2020-maximiza,4,2020-03-21,2020-10-04,2020-03-24,2020-11-05,finalizado,315200,386450,425475.03,39025.03,6304,7729,alta,4
432,Proy-2017-abraza,2,2017-06-04,2017-07-10,2017-06-14,2017-07-29,finalizado,101376,113872,134977.59,21105.59,2304,2588,baja,2
433,Proy-2025-crece,4,2025-01-31,2025-09-18,2025-02-03,2025-10-05,finalizado,441600,430980,696598.02,265618.02,7360,7183,media,2
434,Proy-2025-implementa,13,2025-08-03,2026-05-11,2025-08-02,2026-04-26,cancelado,944160,0,1299451.72,0.0,15736,0,alta,1
435,Proy-2022-transforma,6,2022-09-12,2023-06-03,2022-09-22,2023-08-23,finalizado,912384,1099170,1391728.54,292558.54,16896,20355,media,5
436,Proy-2023-explota,3,2023-05-16,2024-02-20,2023-05-24,2024-02-04,cancelado,627200,0,853772.64,0.0,11200,0,media,1
437,Proy-2021-libera,3,2021-04-27,2021-06-02,2021-05-06,2021-06-21,finalizado,119808,132080,176008.08,43928.08,2304,2540,alta,4
438,Proy-2019-crea,4,2019-10-01,2020-03-05,2019-10-11,2020-04-15,finalizado,359424,336768,524173.74,187405.74,7488,7016,alta,2
439,Proy-2018-incuba,12,2018-04-19,2018-09-09,2018-04-19,2018-07-26,cancelado,210496,0,293562.77,0.0,4576,0,alta,2
440,Proy-2021-reinventa,12,2021-09-01,2022-05-09,2021-09-07,2022-05-23,finalizado,520000,504868,748478.91,243610.91,10000,9709,media,4
441,Proy-2019-empodera,20,2019-04-18,2019-10-01,2019-04-13,2019-10-23,finalizado,254976,308112,399604.61,91492.61,5312,6419,media,3
442,Proy-2020-innova,12,2020-01-17,2020-03-03,2020-01-23,2020-03-18,finalizado,55200,66450,76105.85,9655.85,1104,1329,baja,1
443,Proy-2021-recontextualiza,15,2021-08-12,2021-10-29,2021-08-09,2021-11-15,finalizado,162240,198328,213587.74,15259.74,3120,3814,media,3
444,Proy-2020-orquesta,17,2020-09-26,2021-01-18,2020-09-24,2021-01-25,finalizado,273600,323100,403996.22,80896.22,5472,6462,baja,4
445,Proy-2024-incuba,16,2024-12-14,2025-06-25,2024-12-10,2025-06-19,cancelado,537312,0,802721.61,0.0,9264,0,media,1
446,Proy-2022-habilita,3,2022-09-16,2023-01-05,2022-09-11,2023-01-02,finalizado,239760,266868,322770.87,55902.87,4440,4942,media,1
447,Proy-2021-incuba,3,2021-06-21,2022-05-16,2021-06-26,2022-09-08,finalizado,684320,683904,904396.29,220492.29,13160,13152,media,2
448,Proy-2017-orquesta,2,2017-10-27,2018-07-22,2017-10-22,2018-09-04,finalizado,377344,352308,530485.62,178177.62,8576,8007,alta,1
449,Proy-2017-visualiza,20,2017-05-27,2018-02-28,2017-05-23,2017-08-12,cancelado,780032,0,1133686.92,0.0,17728,0,media,3
450,Proy-2025-recontextualiza,6,2025-02-06,2025-12-15,2025-02-07,,en curso,1048320,0,1570763.29,0.0,17472,0,media,4
451,Proy-2019-integra,17,2019-10-22,2020-05-08,2019-10-31,2020-05-12,finalizado,229248,243120,342910.78,99790.78,4776,5065,baja,5
452,Proy-2016-orquesta,14,2016-08-09,2017-03-20,2016-08-06,2017-05-11,finalizado,449568,575190,593342.71,18152.71,10704,13695,alta,2
453,Proy-2017-integra,20,2017-02-09,2017-04-11,2017-02-17,2017-05-06,finalizado,85888,81400,127243.02,45843.02,1952,1850,baja,5
454,Proy-2025-itera,9,2025-05-04,2025-07-08,2025-05-12,,en curso,218400,0,312983.89,0.0,3640,0,baja,3
455,Proy-2025-abraza,12,2025-06-19,2025-10-13,2025-06-17,,en curso,334080,0,472386.09,0.0,5568,0,media,3
456,Proy-2023-habilita,17,2023-05-07,2023-07-14,2023-05-04,2023-06-16,cancelado,182784,0,278204.89,0.0,3264,0,media,2
457,Proy-2018-libera,15,2018-04-17,2018-10-26,2018-04-24,2018-11-02,finalizado,565248,720774,747658.52,26884.52,12288,15669,baja,3
458,Proy-2023-extiende,10,2023-07-10,2024-04-28,2023-07-18,2024-06-21,finalizado,525056,576856,769556.52,192700.52,9376,10301,alta,3
459,Proy-2016-entrega,5,2016-06-15,2017-05-26,2016-06-23,2017-05-05,finalizado,463680,509334,610510.07,101176.07,11040,12127,alta,2
460,Proy-2024-escala,16,2024-08-20,2025-05-24,2024-08-17,2025-08-25,finalizado,385584,384134,511103.4,126969.4,6648,6623,alta,4
461,Proy-2024-cultiva,14,2024-07-29,2024-09-07,2024-07-28,2024-09-20,finalizado,55680,69194,86058.7,16864.7,960,1193,media,1
462,Proy-2022-modifica,6,2022-05-01,2022-08-05,2022-04-27,2022-08-20,finalizado,248832,298566,365044.52,66478.52,4608,5529,media,2
463,Proy-2019-habilita,17,2019-01-19,2019-03-06,2019-01-23,2019-03-23,finalizado,52992,52848,72132.89,19284.89,1104,1101,alta,3
464,Proy-2023-integra,18,2023-04-12,2023-11-05,2023-04-15,2023-10-29,finalizado,741888,731528,1180251.44,448723.44,13248,13063,baja,5
465,Proy-2021-optimiza,16,2021-11-27,2022-02-24,2021-11-26,2022-03-15,finalizado,222144,279864,354549.02,74685.02,4272,5382,media,3
466,Proy-2018-utiliza,6,2018-12-28,2019-10-29,2018-12-28,2019-11-03,finalizado,673440,609454,1019760.02,410306.02,14640,13249,media,5
467,Proy-2023-maneja,10,2023-11-27,2024-04-09,2023-12-04,2024-06-05,finalizado,480256,546056,745613.16,199557.16,8576,9751,alta,2
468,Proy-2020-revoluciona,5,2020-09-04,2020-12-11,2020-09-11,2021-01-11,finalizado,313600,285150,452760.2,167610.2,6272,5703,media,2
469,Proy-2023-extiende,8,2023-11-02,2024-05-08,2023-11-04,2024-06-08,finalizado,673792,731192,950372.47,219180.47,12032,13057,baja,2
470,Proy-2019-genera,13,2019-03-17,2019-07-21,2019-03-15,2019-07-25,finalizado,338688,306768,494532.2,187764.2,7056,6391,alta,4
471,Proy-2021-itera,14,2021-03-29,2021-08-10,2021-03-30,2021-09-26,finalizado,390208,416936,609731.45,192795.45,7504,8018,alta,1
472,Proy-2022-mejora,17,2022-09-24,2023-08-11,2022-09-19,2023-07-09,finalizado,554688,500094,770693.55,270599.55,10272,9261,alta,5
473,Proy-2022-maneja,8,2022-05-13,2022-09-27,2022-05-11,2022-11-03,finalizado,473472,547128,734518.36,187390.36,8768,10132,media,4
474,Proy-2022-incuba,3,2022-06-07,2022-12-23,2022-06-02,2022-12-04,finalizado,343872,357210,524431.32,167221.32,6368,6615,alta,5
475,Proy-2025-explota,4,2025-10-22,2026-08-19,2025-10-26,,en curso,866880,0,1273612.44,0.0,14448,0,alta,3
476,Proy-2025-extiende,20,2025-03-11,2026-01-12,2025-03-12,,en curso,1178880,0,1605620.87,0.0,19648,0,alta,5
477,Proy-2019-integra,11,2019-12-26,2020-10-15,2019-12-21,2021-02-02,finalizado,564480,705312,769720.57,64408.57,11760,14694,media,4
478,Proy-2017-transiciona,10,2017-02-09,2017-07-07,2017-02-06,2017-08-13,finalizado,312576,324324,479588.38,155264.38,7104,7371,media,2
479,Proy-2016-modifica,6,2016-10-18,2017-05-23,2016-10-14,2017-07-16,finalizado,510384,638526,812409.69,173883.69,12152,15203,baja,4
480,Proy-2024-maximiza,16,2024-10-21,2025-10-06,2024-10-19,2025-10-25,finalizado,487200,529250,722966.45,193716.45,8400,9125,baja,3
481,Proy-2018-cultiva,2,2018-12-13,2019-04-12,2018-12-17,2019-05-16,finalizado,264960,334282,397038.08,62756.08,5760,7267,baja,3
482,Proy-2022-transiciona,4,2022-05-04,2022-07-17,2022-05-01,2022-07-28,finalizado,159840,181332,249099.45,67767.45,2960,3358,media,4
483,Proy-2021-orquesta,12,2021-10-29,2022-08-17,2021-10-27,2022-09-19,finalizado,485888,523068,668879.99,145811.99,9344,10059,baja,4
484,Proy-2022-transiciona,16,2022-08-24,2023-06-23,2022-08-25,2023-06-11,finalizado,785376,950454,1245634.01,295180.01,14544,17601,baja,2
485,Proy-2017-implementa,13,2017-12-03,2018-09-11,2017-12-13,2018-12-29,finalizado,595584,632676,932004.6,299328.6,13536,14379,media,3
486,Proy-2018-compromete,14,2018-08-18,2019-08-14,2018-08-19,2019-07-04,cancelado,1062784,0,1444300.29,0.0,23104,0,baja,3
487,Proy-2021-maneja,11,2021-08-18,2021-12-04,2021-08-16,2021-12-14,finalizado,224640,280904,292275.15,11371.15,4320,5402,baja,5
488,Proy-2022-abraza,1,2022-04-04,2022-07-16,2022-04-01,2022-07-12,finalizado,311472,349596,416082.58,66486.58,5768,6474,media,5
489,Proy-2016-facilita,3,2016-01-01,2016-02-21,2016-01-09,2016-02-28,finalizado,85680,87864,131640.9,43776.9,2040,2092,media,3
490,Proy-2024-habilita,3,2024-07-05,2024-10-18,2024-07-01,2024-11-08,finalizado,194880,226838,279986.04,53148.04,3360,3911,media,1
491,Proy-2023-crece,17,2023-09-07,2024-07-14,2023-09-05,2024-08-10,finalizado,1114624,1352960,1737562.98,384602.98,19904,24160,baja,4
492,Proy-2024-genera,10,2024-12-27,2025-11-30,2024-12-26,,en curso,1254656,0,1847577.07,0.0,21632,0,alta,1
493,Proy-2016-mejora,18,2016-10-26,2016-12-14,2016-11-03,2017-01-05,finalizado,131712,157962,194085.1,36123.1,3136,3761,media,5
494,Proy-2025-empodera,12,2025-02-20,2025-09-27,2025-02-24,,en curso,630720,0,848999.14,0.0,10512,0,baja,2
495,Proy-2025-incuba,18,2025-11-23,2026-04-21,2025-11-24,2026-06-19,finalizado,357600,426240,511866.98,85626.98,5960,7104,alta,3
496,Proy-2022-recontextualiza,15,2022-10-07,2023-07-14,2022-10-10,2023-08-11,finalizado,604800,725598,794553.12,68955.12,11200,13437,alta,5
497,Proy-2021-fortalece,12,2021-04-23,2022-01-25,2021-04-25,2022-04-29,finalizado,921856,943540,1219675.3,276135.3,17728,18145,alta,4
498,Proy-2016-evoluciona,14,2016-05-31,2016-10-21,2016-05-28,2016-08-17,cancelado,384384,0,586282.79,0.0,9152,0,media,3
499,Proy-2022-agrega,14,2022-03-12,2022-05-01,2022-03-11,2022-05-18,finalizado,172800,178848,232907.51,54059.51,3200,3312,media,2
500,Proy-2016-genera,14,2016-09-10,2017-04-25,2016-09-16,2017-04-08,finalizado,533904,690102,798103.45,108001.45,12712,16431,baja,3
